w,y,square_meters,contract_type,availability,description,other_features,conditions,floor,elevator,energy_efficiency_class,condominium_fees,zone
1,2850,50,rent | 4+4,NA,"2 (1 bedroom, 1 other), kitchen nook",security door | closet | full day concierge | furnished | window frames in double glass / pvcdouble exposure,excellent,3,yes,g,135,brera
1,3500,70,rent | transitory,available from 15/04/2022,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",optic fiber | security door | external exposure | half-day concierge | centralized tv system | furnished | window frames in glass / metal,excellent,1,no,c,0,centrale
1,1800,90,rent | transitory,available,"3 (2 bedrooms, 1 other), 2 bathrooms, semi-habitable kitchen",electric gate | optic fiber | video entryphone | alarm system | security door | closet | balcony | terrace | centralized tv system | furnished | shared garden | window frames in double glass / wood | double exposure,excellent,5,yes,e,200,trenno
1,7420,218,rent | 4+4,available,"4 (3 bedrooms, 1 other), 3 bathrooms, open kitchen",video entryphone | alarm system | security door | balcony | terrace | full day concierge | centralized tv system | partially furnished | window frames in double glass / pvcdouble exposure,excellent,3,yes,e,582,duomo
1,850,50,rent | transitory,available,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",optic fiber | external exposure | single tv system | furnished | cellar | window frames in double glass / metal,excellent,2,no,g,150,pezzotti - meda
1,1300,60,rent | transitory,available,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",internal exposure | centralized tv system | furnished | window frames in glass / wood,good condition,Ground floor,yes,g,200,navigli - darsena
1,1000,40,rent | transitory,available,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",optic fiber | security door | internal exposure | closet | centralized tv system | furnished | window frames in double glass / pvc,good condition,1,yes,g,100,navigli - darsena
1,5625,50,rent | transitory,available from 29/03/2024,"3 (2 bedrooms, 1 other), 2 bathrooms, open kitchen",optic fiber | security door | external exposure | half-day concierge | centralized tv system | furnished | window frames in glass / metal,excellent,1,no,c,0,porta venezia
1,2000,70,rent | 4+4,NA,"2 rooms, 1 bathroom, kitchen nook",security door | full day concierge | only kitchen furnished | private garden | window frames in double glass / pvc,excellent,Ground floor,yes,NA,50,solari
1,1180,45,rent | 4+4,available,"2 (1 bedroom, 1 other), 1 bathroom, kitchen nook",electric gate | video entryphone | security door | half-day concierge | single tv system | furnished | window frames in double glass / wood | double exposure,good condition,5,yes,f,70,porta venezia
1,2300,70,rent | 4+4,available,"3 (2 bedrooms, 1 other), 2 bathrooms, kitchen diner",electric gate | video entryphone | security door | external exposure | balcony | half-day concierge | centralized tv system | furnished | cellar | window frames in double glass / pvc,excellent,1,yes,e,100,paolo sarpi
1,1250,50,rent | 4+4,available,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",closet | balcony | furnished | cellar | double exposure,excellent,Mezzanine,yes,c,250,repubblica
1,1300,50,rent | transitory,available from 02/05/2024,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",security door | internal exposure | full day concierge | centralized tv system | furnished | window frames in double glass / pvc,excellent,2,yes,g,200,navigli - darsena
1,1500,66,rent | 4+4,available,"2 (1 bedroom, 1 other), 1 bathroom, kitchen nook",optic fiber | security door | internal exposure | closet | full day concierge | centralized tv system | furnished | cellar | shared garden | window frames in double glass / pvc,excellent,2,yes,g,250,de angeli
1,3500,80,rent,available,"3 (2 bedrooms, 1 other), 2 bathrooms, kitchen nook",electric gate | optic fiber | video entryphone | security door | full day concierge | centralized tv system | furnished | cellar | window frames in double glass / wood | double exposure,new,4,yes,e,150,moscova
1,800,38,rent | transitory,available,"1 bedroom, 1 bathroom, open kitchen",optic fiber | security door | external exposure | centralized tv system | furnished | shared garden | window frames in glass / metal,good condition,Semi-basement,no,f,180,precotto
1,4250,80,rent | transitory,available,"2 (1 bedroom, 1 other), 1 bathroom",balcony | furnished,good condition,2,yes,e,0,carrobbio
1,800,20,rent,available,"1 bedroom, 1 bathroom",kitchen | furnished | shared garden,excellent,Ground floor,yes,f,100,solari
1,3500,135,rent,NA,"4 (2 bedrooms, 2 others), 2 bathrooms, kitchen diner",electric gate | optic fiber | video entryphone | security door | balcony | terrace | full day concierge | centralized tv system | only kitchen furnished | window frames in double glass / metal | double exposure,excellent,4,yes,d,334,missori
1,1700,60,rent | transitory,available,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",optic fiber | video entryphone | alarm system | security door | closet | single tv system | furnished | window frames in triple glass / metal | double exposure,excellent,Ground floor,no,NA,300,città studi
1,2800,50,rent | transitory,available from 16/05/2024,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",optic fiber | security door | external exposure | half-day concierge | centralized tv system | furnished | window frames in glass / metal,excellent,1,no,c,0,plebisciti - susa
1,2800,75,rent | transitory,available from 27/02/2024,"3 (2 bedrooms, 1 other), 1 bathroom, open kitchen",optic fiber | security door | external exposure | half-day concierge | centralized tv system | furnished | window frames in glass / metal,excellent,Ground floor,no,c,0,piave - tricolore
1,1850,85,rent,available,"3 (2 bedrooms, 1 other), 1 bathroom",balcony | full day concierge | furnished,good condition,5,yes,e,0,piazza napoli
1,3300,120,rent,available,"3 (2 bedrooms, 1 other), 2 bathrooms, open kitchen",hydromassage | electric gate | optic fiber | video entryphone | alarm system | security door | external exposure | closet | balcony | terrace | full day concierge | tv system with satellite dish | furnished | window frames in glass / wood,excellent,4,yes,e,500,turati
1,1500,55,rent,NA,"2 bedrooms, 1 bathroom, kitchen diner",full day concierge | furnished,excellent,1,yes,g,300,montenero
1,950,25,rent | 4+4,available,"1 bedroom, 1 bathroom, open kitchen",optic fiber | security door | external exposure | centralized tv system | furnished | shared garden | window frames in double glass / wood,excellent,2,yes,g,150,indipendenza
1,1200,45,rent | transitory,available,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",security door | centralized tv system | furnished | shared garden | window frames in double glass / pvcdouble exposure,excellent,1,no,e,80,farini
1,1800,80,rent | transitory,available from 11/12/2023,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",optic fiber | security door | external exposure | half-day concierge | centralized tv system | furnished | window frames in glass / metal,excellent,7,no,c,0,san siro
1,2000,75,rent | transitory,available,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",electric gate | optic fiber | video entryphone | security door | internal exposure | closet | terrace | full day concierge | centralized tv system | furnished | cellar | shared garden | window frames in triple glass / pvc,excellent,1,yes,a,160,lodi - brenta
1,2900,135,rent | 4+4,available,"3 (2 bedrooms, 1 other), 2 bathrooms, semi-habitable kitchen",tennis court | electric gate | optic fiber | alarm system | security door | closet | balcony | full day concierge | pool | centralized tv system | partially furnished | shared garden | window frames in double glass / metal | double exposure,NA,4,yes,g,NA,vincenzo monti
1,1750,65,rent | 4+4,available,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",optic fiber | video entryphone | security door | external exposure | balcony | full day concierge | tv system with satellite dish | window frames in double glass / wood,excellent,2,yes,g,76,quadronno - crocetta
1,800,15,rent | 4+4,available,"1 bedroom, 1 bathroom, open kitchen",attic | optic fiber | video entryphone | security door | external exposure | closet | full day concierge | centralized tv system | furnished | shared garden | window frames in double glass / wood,excellent,5,yes,c,55,città studi
1,2750,45,rent | transitory,available from 29/03/2024,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",optic fiber | security door | external exposure | half-day concierge | centralized tv system | furnished | window frames in glass / metal,excellent,1,no,c,0,navigli - darsena
1,1250,55,rent | 4+4,available,"2 (1 bedroom, 1 other), 1 bathroom, kitchen nook",external exposure | balcony | full day concierge | furnished,excellent,1,yes,f,250,montenero
1,2200,45,rent | transitory,available from 15/12/2023,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",optic fiber | security door | external exposure | half-day concierge | centralized tv system | furnished | window frames in glass / metal,excellent,1,no,c,0,paolo sarpi
1,900,60,rent | 4+4,available from 01/12/2015,"1 bedroom, 1 bathroom, open kitchen",optic fiber | security door | balcony | furnished,excellent,2,yes,f,150,rovereto
1,800,55,rent | 4+4,available,"2 (1 bedroom, 1 other), 1 bathroom, kitchenette",optic fiber | video entryphone | security door | external exposure | balcony | half-day concierge | centralized tv system | cellar | window frames in double glass / pvc,good condition,4,yes,g,200,pezzotti - meda
1,4000,130,rent,available,"5 (2 bedrooms, 3 others), 2 bathrooms","alarm system | kitchen | furnished | private garden | window frames in double glass / metal | exposure south, east",excellent,2,no,e,250,cenisio
1,3500,140,rent | transitory,available,"4 (3 bedrooms, 1 other), 2 bathrooms, open kitchen",attic | optic fiber | video entryphone | security door | closet | balcony | terrace | centralized tv system | furnished | window frames in double glass / pvcdouble exposure,good condition,4,no,f,250,carrobbio
1,2350,94,rent | transitory,available from 01/06/2024,"2 (1 bedroom, 1 other), 2 bathrooms, open kitchen",optic fiber | security door | external exposure | half-day concierge | centralized tv system | furnished | window frames in glass / metal,excellent,2,no,c,0,città studi
1,970,70,rent | 4+4,available,"2 (1 bedroom, 1 other), 1 bathroom, kitchen diner",optic fiber | security door | external exposure | balcony | centralized tv system | partially furnished | cellar | window frames in double glass / metal,good condition,4,yes,e,230,tripoli - soderini
1,3074,120,rent | 4+4,available,"3 (1 bedroom, 2 others), 2 bathrooms, kitchen nook",balcony | half-day concierge | centralized tv system | furnished | window frames in triple glass / wood | double exposure,excellent,3,yes,g,226,moscova
1,1750,58,rent | 4+4,NA,"2 (1 bedroom, 1 other), 1 bathroom, semi-habitable kitchen",electric gate | optic fiber | video entryphone | alarm system | security door | external exposure | closet | full day concierge | centralized tv system | partially furnished | window frames in triple glass / wood,excellent,4,yes,d,200,centrale
1,1170,53,rent,available,"2 (1 bedroom, 1 other), 1 bathroom",kitchen | furnished,excellent,3,yes,d,61,vigentino - fatima
1,2500,100,rent | 4+4,available,"3 (1 bedroom, 2 others), 2 bathrooms, open kitchen",fireplace | optic fiber | alarm system | terrace | full day concierge | centralized tv system | furnished | window frames in double glass / wood,excellent,6,yes,g,390,corso genova
1,1650,95,rent,available,"3 (2 bedrooms, 1 other), 1 bathroom, kitchen diner",security door | balcony | full day concierge | furnished | shared garden,excellent,7,yes,g,250,lodi - brenta
1,1300,80,rent | 4+4,NA,"2 (1 bedroom, 1 other), 1 bathroom, semi-habitable kitchen",security door | balcony | half-day concierge | centralized tv system | furnished | cellar | window frames in double glass / wood,good condition,3,yes,d,200,porta vittoria
1,1300,60,rent | transitory,available from 01/06/2024,"2 (1 bedroom, 1 other), 1 bathroom, open kitchen",optic fiber | security door | internal exposure | closet | balcony | half-day concierge | centralized tv system | furnished | shared garden | window frames in double glass / pvc,good condition,3,yes,e,200,porta romana - medaglie d'oro
